model,target_domain,base_f1,advanced_f1,improvement,pct_improvement
lstm,FD001,0.7255813953488373,0.7105263157894737,-0.015055079559363582,-2.074898785425109
lstm,FD003,0.1085271317829457,0.52,0.4114728682170543,379.14285714285734
lstm,FD004,0.5005561735261401,0.5576131687242798,0.05705699519813967,11.398719707361682
